AT_USER Thanks Erin  I hope it s nice where you are  too  BTW  I added your link to my blogroll this morning  on my blog  ,pos
AT_USER LOL  That s so funny  ,pos
AT_USER it did not work     ,pos
AT_USER AT_USER it s all good just quite interesting to see the twanalyst results  though perilously close to a FB quiz   ,pos
AT_USER I remember reading that book in college   all I remenber is that it was very deep and very long  hope you enjoy it ,pos
AT_USER Awesome  Jon just gave a shoutout to Scranton    my show  YAAAY ,pos
Had A PERFECT Day with Darren  amp  Chloe  The Weather was so BEAUTIFUL today  I had one of the best days Ive had in a Long long Time ,pos
AT_USER we will  we shall meet somewhere between utah and indiana  ,pos
Wow its 1 06 and im superrrrrr hyperr wat shall i do  ,pos
AT_USER if they help you come to a conclution  its worked cos thats what dreams are    thats what i believe  ,pos
Had a fantastic night  need more sleep ,pos
AT_USER You can go to marina beach  That s a good place in chennai  ,pos
Thanks Martin Callanta for treating me a 3 month subscription in DeviantArt  ,pos
i actually managed to not watch the primeval finale before it s on tv  woo  now just gotta make sure dinner s finished in time tonight ,pos
Just been gossiping with AT_USER ,pos
AT_USER magic rejuvenation   hmm I m thinking Triple Oxygen Mask URL and a Blissage105  Hang in there ,pos
AT_USER lol Thank you  Glad your o k  Sucks you re so busy though    It s 4 10 am here and my back hurts lol But i m o k  ,pos
AT_USER haha yup niice   as long as i wasnt doing anything embarassing,pos
is going to make the most of the lovely weather today and take the girls on the park with a picnic for lunch ,pos
will fade into pretend ,pos
AT_USER jealous  hope it was a good time ,pos
Random fact  42  Lines  Vines  and Trying Times  the name  reminds me of Adventures in Odyssey       ,pos
AT_USER I like burgers too  but I m thinking a bath  amp  body thingy might be better  ,pos
AT_USER Thought you might want to see that one  ,pos
so tired  sleep was not had last night this morning today  i might crash soon  must   make   it   to   kmaaaaaaaaaaaart  ,pos
Saw  Angels n Demons  today  Good one  ,pos
going to brittneysss  text ,pos
AT_USER I will be in Ohio in December  But that s a ways away  ,pos
Good Afternoon Everyone Hope you re all having a productive Monday ,pos
Goin beach today   ,pos
hopes tonight is as good as Wednesday   out for the night  ,pos
lights flickering  I ll shut down the laptop as I think the power may go out  time to watch on the porch ,pos
Just got home   goodnight twitter ,pos
AT_USER Put every post DTOM skeptic to shame  They were completely out of their minds to ever doubt thee most epic band EVER  Congrats ,pos
AT_USER Thank you ,pos
AT_USER you should so host the next logies  i only laughed at your bit really ,pos
please watch my new video in youtube  URL i hope u like it   and please coment about it  ,pos
I ve got to stop working so late    um   early    I just love getting things done  especially in peace  amp  quiet  ,pos
AT_USER also I do hope that you will be able to prevent yet again the Iranians  plan to kidnap me ,pos
AT_USER have you watched pacquiao vs hatton match  ,pos
AT_USER Shemzuuuuu  hordai did not enlighten me on sach jokessss   please do tell  ,pos
AT_USER LOL I asked her that same question  ,pos
Just had an awesome day with Jazmyn ,pos
Family Guy is awesome    and Follow me people ,pos
Is sat back watching TV and munching ice cream which   a perfect night ,pos
AT_USER fab  5pm it is  Buzz number 8 yay for pooch divilry ,pos
AT_USER AT_USER make that 2 more ,pos
Going to sleep with Horton  Goodnight  Twitterverse  lt 3,pos
AT_USER I ve got 40 minutes left of Wednesday and I plan to sleep through the majority of them  Enjoy your gym session  ,pos
ahh  excited to see all her frienders today  ,pos
so excited for vegas           ,pos
wow    more American than ever are now calling themselves  quot Pro Life quot   51   We re making progress  despite the views of those in power    ,pos
AT_USER Is re reading Thee reply  ,pos
AT_USER AT_USER Thx 4 sharing  ,pos
just finished up my fall 2009 schedule music classes  lt 3 ,pos
Sittin  here listening to Ray Wylie Hubbard live on KNBT Roots and Branches  I love Ray  What a great guy  ,pos
AT_USER oh dont you love stuff like that u and ur gf have a safe trip and lots of fun   Beware of dogs and cops  Lol,pos
AT_USER I m with you  sister  15 minutes to go    tweeting while i wait for the good man at home to bring the curry back  ,pos
AT_USER   That s beautiful ,pos
AT_USER That sounds great  I ll bring the family ,pos
so i have a new condo and i am missing calls  i am thinking this bluetooth bracelet will fix  it buzzes my wrist URL,pos
ps  follow AT_USER mistah  quot hit me on Twitter quot   keep that song goin  ,pos
wow did anyone else see that i cant spell  quot have quot  wow thts sad it shows how smart i am ,pos
okee dokee im gonna hit the hay nighty night twitterland oh and AT_USER forget to tweet sweet dreams twitter peeps ,pos
AT_USER awww thank you ,pos
Good morning tweeps  ,pos
AT_USER Thanks for the ff ,pos
AT_USER coversation was lively as usual ,pos
URL please vote for me ,pos
I joined Twitter a year ago last week  ,pos
AT_USER I absolutely love your display photo  you are gorgeous and so very talented as well  Eisley should come back to Canada xo,pos
Damn  I m tired  School almost over  Yeyee  ,pos
AT_USER Sweet  hehe    Is there going to be a BloodRayne 3 video game   DSccTC,pos
AT_USER So happy you have joined  It just wasn t the same without you  What are your plans now that the spring tour is over ,pos
hopefully going to see up today ,pos
Awww  Billie Joe has blue ish hair XD BABY HAIRR ,pos
AT_USER I had to keep up with the jones ,pos
I m eating blueberries and raspberries and grapes and i feeeel healthy  hah ,pos
AT_USER  looks suspiciously at you  hmmm  ok then  But know one   I trust you NOT to cheat  smiles  think on that ,pos
good morning and good day to all   ,pos
On the way to Hilton Headdddd ,pos
thigh feels a bit better ,pos
AT_USER great that  eric is awake and able to communicate  how relieved you and ur mom must be  we ALL ARE  ,pos
AT_USER there is always salsa somewhere what are your plans today ,pos
AT_USER wicked  bigup fartooloud guys and see u all in spain 2nd may  ,pos
AT_USER Hi Ladd  It s Khanada  amp  Annette and we are so happy to have given you a small boost  Excited for your next film  ,pos
AT_USER wel if both of us win then its okay ,pos
AT_USER you rock   300,pos
AT_USER thanks ,pos
is working today and just got   40  yay ,pos
AT_USER We will now  See weve talked more today thanmin the last 20 yrs  ,pos
Night tweeps   have a great one til tomorrow        ,pos
going to take a nature walk  listen to some music  and enjoy the beautiful weather  ,pos
AT_USER is the most poppin person on twitter ,pos
sang at my daddy s installation and they gave me a standing  quot O quot       mann  i miss singing   ,pos
OMG    listing to the  quot get outta my dreams get into my car quot  song    WOOOOH   retro rocking out to lame song    JOIN ME   ,pos
Yesss  best night  Movie watching ,pos
AT_USER Thanks babe That s one of my best friends Steve ,pos
AT_USER no worries  good news are good to spread ,pos
AT_USER It would mean the world to me if you said a simple hello ,pos
AT_USER thanks  i made it back in one piece ,pos
i lauras house ,pos
AT_USER wow lauren conrad is he most boring person ever with the teeniest top lip   GOOD RIDDANCE BEEEEETTTTTCHHHHHH ,pos
gonna be a fun week starting monday ,pos
AT_USER Thank you so much for the quote  I really appreciate it  ,pos
AT_USER how much taxpayer    did bush spend traveling 2 Crawford  TX  The Obamas r stimulating mannhattans economy ,pos
Work is over for the day  I m so excited about going home to take a nap  And get the mail  I wonder if I got any packages  ,pos
AT_USER I m good thanks a little tired too  just playing with the Kids indoors cause it s raining  LOL x,pos
AT_USER make nome with me ,pos
AT_USER that s what I call  cool ,pos
AT_USER Have you watched watchmen yet  ,pos
the start of half yearly exams today  weren t bad  but i sense them getting worse  S looking forward to an awesome day tomorroww all    ,pos
AT_USER you re paranoid Did you get a bullseye mark  If not  you re probably fine ,pos
AT_USER thats not good mami   water is good 4 u ,pos
Not special  Only the most special Sunshine always makes me happy ,pos
AT_USER AT_USER facebook ,pos
AT_USER i want a pretty picture ,pos
URL   SS501 ,pos
God the coffee out of vending machines is lovely NOT  on my way back to Poole and then sunny Bournemouth ,pos
it s 8 a m  and i have my 1  coffee ,pos
AT_USER I think twitter needs a  quot like quot  button cuz I could use it here  Mac all the way  ,pos
Gonna try and make my own chicken congee tonight ,pos
AT_USER found it  found it ,pos
AT_USER To see someone special ,pos
Spymaster works on my iPod  ,pos
AT_USER Keep it PG  ,pos
AT_USER exactly   there s plenty of possibilities that could make it exciting today  maybe that ll work out for us ,pos
AT_USER I left the rest of my comment unsaid so I wouldn t sound perverted  ,pos
AT_USER    digital camera it does the same job as the power shot ones its just more portable    and less expensive ,pos
is eating brownies  ,pos
AT_USER lol it is  rhotacism is a case when someone couldnt spell r correctly happy now   hi  i m bey   amp rhotacism ,pos
URL I love you ,pos
AT_USER i d come back to Belgrade for that ,pos
AT_USER good I got u too   Punk ,pos
Dress to Impress  URL,pos
URL   More than happy to  Silly fun has it s place in history as well  ,pos
AT_USER HAHAHA   sorry  couldn t resist ,pos
goodnight all  i m off to bed ,pos
AT_USER I wanna win that membership         KTBSPA     BSB  BSB  BSB  BSB,pos
HUGE thank you to AT_USER for the gift card for itunes SUB TO HIM ,pos
AT_USER Aw  thank you sweetheart  That means a lot ,pos
AT_USER I dig i dig lol So what you doing today  ,pos
Wow   Did that really just happen    Anyway  gotta keep it moving  I refuse to let today set the tone for the rest of the week ,pos
AT_USER not this week John maybe next week ,pos
AT_USER    ya that sounds like a bad combo well im always here to put a smile on your face if you need it  XIII ,pos
I hope you Cali girls still love me after that last comment  ,pos
Came home for lunch and meds ,pos
AT_USER Well glad life is treating you and lil man kind Blessings ,pos
AT_USER You re not a dick You re a PUSSY  ,pos
AT_USER AT_USER Thank u girls  Love ya  ,pos
Lookin AT_USER Bet right now  She s like kryptonite   she stops me dead on my feet  Love my Melly ,pos
cooked chicken in balsamic vinegar and garlic for dinner  Iz good  ,pos
AT_USER i hope you found something to do  ,pos
aaaaand my last karaoke standard  I kill this dead  I swear  though I m no singer  I love it  URL,pos
  4 13 now ,pos
URL   he is the reason i got twitter  no lie ,pos
Just finished my pep squad assembly essay  kinda bullshitted it but whatever  I m gonna type it nowww ,pos
AT_USER dont think so   find a nice bar in the bay and chill out in the sunshine instead ,pos
AT_USER agree   ,pos
AT_USER btw me and my dad can defo cone to  jugglecon2 ,pos
AT_USER pretty much  But omg so many cute guys ,pos
AT_USER aww way to make me feel special ,pos
looking for graphic design job and or photography assignments  let me know  ,pos
AT_USER wow you really have to much time on your hand to twitter youtube ,pos
AT_USER Thanks for the great shoutout Let us know if you ve ever got any suggestions or questions for us  we love getting feedback ,pos
headiing home from the late night swim ,pos
At casa guadalajara in old town  awesome food  thanks to AT_USER for the recomendation  ,pos
AT_USER What an excellent entrance on Filip  amp  Fredriks show  One of the best ever  ,pos
westbamAT_USER b brooklyn area mate    jack da coke fine time just after italian in greewitch village,pos
SIGNING OFF   quot my state of mind has finally got the best of me  i need you next to me   quot  LSS Good night peeps ,pos
I love love LOVE the Studio 44 Cast and Crew  Thanks again  everyone  Video is up on facebook  I ll tag you all when I get home  Love you,pos
AT_USER yes  I m going to run around  quot exposing quot  my books to people now   at least that is what I call them ,pos
Hello people  AT_USER is back from the break How ve you ll been ,pos
Shower Time ,pos
Looking for quick wins today   making progress  ,pos
AT_USER Thanx I will   ,pos
AT_USER Im in VA   neighbor to NC of course Hope you have safe travels ,pos
 it has been pretty decent seeing the faces that make neighbors more like families,pos
Thank God  ,pos
Dad  I know  I want one haha A day Game  Yay football  ,pos
AT_USER LOL  I think you have a point  ,pos
AT_USER i like it ,pos
Is walking swimming go karting then dating out for dad s birthday  Full day of fun ,pos
im excited for the new week  good for fresh starts ,pos
AT_USER thankyou for an awesome gig at derby last nite glad you got to germany ok enjoy  xxx,pos
Just watched the crazy game and now I have to pee so bad  just thought everyone needed to Know that ,pos
AT_USER omg vicky  you are so brave  ,pos
AT_USER Sadly parts of my body are screaming at me to go  Plus I have discovered a way to check my BB messages during the class ,pos
omg he looks so cute in his glasses ,pos
AT_USER congrats  i love you  happy for you sweet pea ,pos
Just bought my tickets to beyonces concert  Gon be off tha hook   Cant wait ,pos
AT_USER indeed   feed into the positive  just know that i am here hoping right along with you ,pos
URL   i have these moments a lot AT_USER,pos
AT_USER yes we do  that is why you got so many reactions before  People are passionate about freedom ,pos
Watching Spongebob and playing with the new MacBook  This computer is truly bad ass  ,pos
Mission fundraiser tomorrow  Who s going  ,pos
New car i love this radio station  96 5,pos
 quot Star Trek quot  tonight with my girl   quot Drag Me To Hell quot  tomorrow with my boy  It s a great 2 days off work before VA  ,pos
AT_USER welcome to tweeter vettiness killer AT_USER,pos
AT_USER Wow    long time no see  We need another Tracy Nova party in Orlando ASAP  ,pos
Beaching it ,pos
AT_USER I have a great boss ,pos
ok well sadly i didn t go out for lunch with the team   however i did step out to get some sushi   yum ,pos
sitting in my garden  blasting music into my brothers open window trying to wake him up ,pos
 i have a new pictureee   i don t have face buuut   it s beatiful  aah the photograph is Sara  she ve a great future how photograph haha,pos
Baskin robbins  with the whole family ,pos
Getting a surprise from the boyfriend   I can t wait  ,pos
AT_USER Write  Definitely write  I loved that story ,pos
well  no more school until the first day of school in September that is ,pos
well well june already last month was mad  91 days till paris and finding a job but still going strong good day everyone ,pos
AT_USER baha  i m gonna have to find some  i dont think we took any D  but i m gonna find some ,pos
AT_USER I m gonna be a nanny for my niece  She s a year old  Yeah I m doing some camps too  They re fun  I should take you with me ,pos
I m Supa Bored Yay For twitter Spam ,pos
I want to go on my trip now    ,pos
AT_USER getting the chance to get rejected is worse   and everyone misses out on someone who is a true artist not these attetion whores ,pos
AT_USER awesome my son just came home ecstatic  He met Pierre Luc Gagnon  Said he was such a nice guy  ,pos
AT_USER I hope we don t get another bad winter here  Didn t think we d get rid of this last winter How are you today ,pos
Watching Adventureland and 18 year old Virgin,pos
now  the LAKERS  ummm   dwight   all umma say is I ll pray 4 u  but we already kno wasup lol good luck tho hahahaha ,pos
AT_USER are you or someone on the TAPS team going to get Steve to join Twitter  you should  ,pos
smiles all around ,pos
AT_USER Yay yay yay  We have walls again  The drywall was finished this week  Nice everyone s got forward movement at last      ,pos
New chip stack URL,pos
Off to my friend s house to do school work  See you later  followers ,pos
glad to see Conan again he rocks ,pos
AT_USER ooc  welcome back ,pos
AT_USER Never mind   got Mahreen s latest tweet about Charles   ,pos
AT_USER get on aim tonight please ,pos
hey yall its mary coley carolines cousin  if you arent followig me please do  thanks  my username is AT_USER please follow  ,pos
AT_USER it s difficult to explain  ,pos
Headed back home lunch was fun felt bad because I kinda ran late,pos
talked to Rachel in Otago tonite  Thank God for you in my life ,pos
Just trying to figure out what twitter is so that I can enter Destiny s photo giveaway  YAY       please me  ,pos
i love this weather  when i m inside ,pos
life keeps gettin betterer and betterer   lol  life   great after a long long time   im gonna go join my sister in a water fight now bye ,pos
AT_USER I prefer the pink one actually ,pos
AT_USER AT_USER Turning 30 for you isn t the milestone it is for others  You re both old souls meaning you turned 30 LONG ago  ,pos
it so nice no having to worry about exams ,pos
Boxing so I can whoop chickens ass  ,pos
AT_USER Haha  theres no Need to Apoligise  ,pos
AT_USER aha ok then but u dont have to pay me back  Love you millions ,pos
AT_USER I definitely want to work together w  you  That was always my intent  I was just reiterating that you are MOSTLY in charge  LOL ,pos
AT_USER Hey laura youre fine ,pos
AT_USER it s a good thing I never cook    I only lost some Milk and OJ ,pos
AT_USER Awwww thanks sis cuz I m really bad in that ,pos
I m finally deadline free  Now I can enjoy the next 2 5 months  But whatever shall I do first      ,pos
 followfriday AT_USER a positive shiny sparkle in the crowd and an  awesome friend great person indeed   ,pos
I ve done nothing today apart from moan whinge moan ,pos
AT_USER thanks  and dull fact  623 Matt Groening almost named Bart after himself   how weird would that have been ,pos
AT_USER ah ok  happy to helps ,pos
i ve decided i freakin LOVE that beauty shot  it doesn t look like me at all ,pos
AT_USER so much to do ,pos
AT_USER Yes he was cute and charming and wickid smaht  ,pos
I think I permanently smell of bonfire  Oh well Another bonfire    ,pos
AT_USER agreed  silly Facebook poustis ,pos
ahh another day out in the sun studying   re burnt myself relly itchy and sore lol     another few days of thuis sun suposidly wooo,pos
AT_USER I posted a comment  Thanks for your helpful instructions  ,pos
AT_USER im nasty     thats like day 4 tho   low flow days ,pos
AT_USER im so glad your having fun  i hope your taking lots of pictures   i want to see your whole trip documented  miss you  ,pos
AT_USER Thanks for the  followfriday  Back atcha ,pos
is SIGNING OUT    URL,pos
AT_USER You really can t beat that    ,pos
AT_USER looking forward to the show tonight  Can t wait for ol mate AT_USER to ,pos
AT_USER lol yeah but they havent been on my tv box Well Alec has but hes cool,pos
AT_USER Will do  You are a better class of 267 ,pos
Had lots of fun in the sun and also got lots of film type work done ,pos
Is up on a sat   I can t b this this excited about today   Plz nerves let me sleep another 3 hrs   ,pos
 also made a masterful roast dinner  followed by apple crumble     Yum need gym this week though ,pos
And I ve got 100  Woo  AT_USER is my 100th follower Thank you to you all ,pos
But if you aren t with your fam  tweet on ,pos
AT_USER will do ,pos
Saw the power of Twitter  and new social media  today  Congrats to AWARE  Bad guys don t always win after all ,pos
Having some donuts for breakfast with AT_USER and Papa Lee before we go to Brantly Farm  ,pos
AT_USER Thank you ,pos
writing new song ,pos
You up for it City  Can you defeat Utd at their ground and cause a dent in their title ambitions     fingers crossed that you can and do ,pos
Yop everyone  just watched  quot Carry on Cruising quot  LOL    I torture myself bad  ,pos
AT_USER Sweeeet  now I can sleep a happy girl ,pos
AT_USER come play with me and my friend AT_USER ,pos
AT_USER I think what you just said is very positive    so it counts ,pos
AT_USER Thanks for the all the advice Heather  It worked ,pos
Now  you re my world    ,pos
eating breakfast with my family  7 DAYS ,pos
AT_USER Thank you for following me  I really apprecaite it  Looking forward to your tweets  ,pos
AT_USER its 4 the LIVE album ima rap on it instead of fab lets go people hhhaaaahhhaa,pos
Hello twitterers watching TV  amp  video Moi Lolita is on ,pos
My new camera passes the filth test by scott in Nakedness   URL  freakcity  nakedness,pos
Starting my internship today  pretty excited  ,pos
AT_USER Thank you ,pos
people here miiiint  off to get blu in a min ,pos
Is looking forward to interviewing The Saturdays today ,pos
AT_USER Girls love talking makeup ya know ,pos
AT_USER Thank you  ,pos
AT_USER Let s take her someplace nice for dinner and both make a point to be sweet  ,pos
Over 13 000 plays E P s should arrive tomorrow and can t wait for the gig next wkend it s gonna be a good week ,pos
looking for boat rentals at Lake Eufaula for when family visits  Any recommendations ,pos
If some people can do it  then I can to ,pos
AT_USER my dear  not even in the cyber world do you have friends ,pos
AT_USER love the Twitter handle  Is this intended to provide support for all Bing addicts  I feel like binging on  Bing  ,pos
AT_USER That Heaven and Hell track you linked is badass  Dio still has it ,pos
AT_USER Just having a lighter moment  Some levity of ok   ,pos
AT_USER and that s another reason why I love you  I fell in LOVE with Allison from the start  I dl d all her songs off iTunes ,pos
AT_USER nothing fascinating  i have alot of errands to run  which i will be tweeting of course ,pos
AT_USER Oh wow i love it very relaxing thank you for sending me the link ,pos
I knew that when i saw AT_USER my life would soon move over from the fast lane   URL vote for him ,pos
AT_USER prefer GOOD to GUD morning    ,pos
Thinks this weather is bonza noouch,pos
AT_USER hoping for some good news    it may take some time but your presence and words can make a difference ,pos
On me bus  amp  i gots no clue what i m doing tonight ,pos
It s 9 01AM in L A ,pos
Also  adding to our last tweet about free seo services for non profits and charities  we re happy to help out with any social media q s ,pos
AT_USER Thanks boo  I will ,pos
AT_USER can it at least be may 22nd first  because I d really like to go see empires ,pos
AT_USER   Ruby can you upload a photo of yourself   i d love to see your frock ,pos
AT_USER Please send some of that my way  In need of inspiration and motivation ,pos
AT_USER lol what would I do without you     ,pos
AT_USER ahhh    how re the songs coming      ,pos
Headin out to the Healing Arts Festival today  Ozomatli in the house  Then  off to The Hotel Del for some R amp R for a few days  ,pos
AT_USER Yay  I ll be going in a few minutes then  Although I actually have to eat a real meal  something I did not do today ,pos
Parents arrived safely and sound  ,pos
why does love always feel like a battlefield  a battlefield  a battlefield     u bettah go get ur armor  get ur armor ,pos
Feelin FANCY     ,pos
already feelin  NICe   I can give u what u want ,pos
AT_USER i know that s why i call him sexy skittle sex   ,pos
such a lush weekend with lee last exam tomorrow   VERY busy week  can t wait to get my hair  amp  nails done   amp  for ryan  amp  lee s party   ,pos
AT_USER   replace  yes  I m all ears on minimalistic ideas homie ,pos
eating abc s    ,pos
AT_USER great ,pos
What about Throw Momma From the Train   does the grumpy person have to be a man   hhrs,pos
AT_USER good morning     have a great time at Kolleg  iam waiting for your report    ,pos
Had meeting with timber flooring supplier  Still cracking head on elevations  But at least getting somewhere  Need drinks tonight ,pos
Watching Night at the Museum 2  ,pos
AT_USER am i one of those friends that are awesome  ,pos
wow i never thought i would have 30 followers  thanks  ,pos
AT_USER i go to o more college of design in franklin ,pos
AT_USER hi gov   How are you  ,pos
AT_USER why thank you  blush   i am loving the site  meanwhile  very pretty  ,pos
That d be so awesome  That said it ll be amazingly awesome enough to have blink back on our screens       ,pos
 quot He is so hot quot   Miley  amp  she is so right     haha Lucas Till ilovejb  ,pos
AT_USER Hehe  Okay lang yan  I like to speak english ee    Hm  I m from Mindanao  Bout you  ,pos
paula is coming  paula is coming  ,pos
My feet are so sore that i will have a foot spa laterr ,pos
learnt take a bow and some of unfaithful i need to learn paparazzi ,pos
URL   Earning those hours can be hard work  ,pos
ohhh heading to bed  amp  up early for school     cant wait till its overrrr ,pos
Did first triathlon of the season  I need a swim psychologist ,pos
Love science fiction tech movies  Star Trek and Iron Man in one day  Way to spend the day ,pos
AT_USER will chat to you later if you re still up  did you change sheets after 2 days of sweating all over them  or R U into smelly pit ,pos
AT_USER yup  studying  At least I m trying to  Trying to let the stuff I read enter my brain permanently  ,pos
2 followers  i am doing well follow me please   X x X,pos
feel like shit  but still taking some Home kids out ,pos
Logan is graduating Pre K   ,pos
AT_USER   thanks for lunch at the Graceful and a perfect day yesterday ,pos
i hate when people put their dam legs on top of me when i have to share beds   damit grrrrz lol    ah ah ah ohhhh   bitches in the world  ,pos
AT_USER damn  the hole in the fence never appears  tnx ,pos
AT_USER Ill down a cool one for ya  ,pos
is in the public library now   ,pos
AT_USER because your a sexy beast duhhh  LMAOO ,pos
Up at 7 30 to take Ari to football  Only 8 showed up so 8 v 11 again  Only lost 4 0  Now for the Blues v the Arse  4 0 will do me  ,pos
A day of movies  Serendipity  So sweet ,pos
Another loser  Earthfest with Ally today then home  Amandas Grad party  Hell yerrr  oh btw    y   URL,pos
AT_USER First time out in days  Hehe same here  Hope your paper went well  ,pos
i just watched law  amp  order  amp  thought about AT_USER ahah now watching CSI miami ,pos
Breakfast Flow  but its really lookin like Breakfast lunch Flow  Lol Can u say Simone is Greedy   ,pos
AT_USER hey How to Be is On Demand for the next 3 months so once you get home we can watch it over and over ,pos
AT_USER      Hey spookdude ,pos
AT_USER That s a lot better than putting them to sleep with Suffocation  ,pos
if she s princess of whoville  i m the luckiest guy on who  ,pos
It felt so good to sleep in my own bed last night  Slept like a baby ,pos
Sitting down having a glass of Strega on the balcony with friends  Not bad ,pos
AT_USER Fire alarm at 6am  You should be up anyway ,pos
AT_USER If you pay attention my lover  you would know their kitten is called marvin And you call yourself a tom fan tut tut Lol x,pos
AT_USER I have the deluxe version but I don t know if I hve ever listened to that song I listen to the same ones over and over ,pos
AT_USER I love The Morning Light ,pos
is really bored  glad summers here ,pos
Getting far too excited now    Frenzy is just a couple of days away  Pass it on ,pos
Tweeting   while birds by my window are doing the same ,pos
the best 3 rappers come from brooklyn B I G   Jay z  AT_USER    if that isnt a sign that Bk is the best borough then idk what is ,pos
AT_USER ok u 2 guys r not included ,pos
Is looking forward to nyc in 13 days   ,pos
AT_USER people that think alot are usually always creative   especially in the bedroom ,pos
AT_USER hmm   i ll try to learn it on guitar and ukulele   thanks morenne lt 3 ,pos
well  since most everyone i know has run off to bed i guess i should do some work and get a few things done  ,pos
just finished taking a bath  I m in Manila right now  ,pos
AT_USER You mean AT_USER wouldn t like my beer flavoured bikini  Ah well  Have to shut your door  wings soaped up next ,pos
It s Bri and I m doing what I do best   Red Dirt Road  Tonight s featured artist is Robert Earl Keen ,pos
AT_USER   of course you are  Thats cool though ,pos
like any normal 25 year old guy  i m spending the day at my piano goal  write a two voice prelude    nothing super extravagant ,pos
the fox and the hound ,pos
 quot wining quot  all day today  Not the irritating kind  the kind that makes me giggle ,pos
AT_USER Our Chimp loves you   URL   Go vote  ,pos
 quot And your smile could light up this whole town  quot  ,pos
Is now watching Teenage Mutant Ninja Turtles II  The Secret of the Ooze  ,pos
It s a girl      Filly     Horse     Yeah URL,pos
AT_USER of course i really hope that this would be his real twitter page  that would be soo cool ,pos
Finally back in Manila  And also currently a huge fan of Hotel For Dogs    XD,pos
hope you re having fun at work gemma ha,pos
AT_USER AT_USER AT_USER i have no idea  whoever gets married first tho  must have that picture in their slideshow ,pos
AT_USER you got me  I WILL go see Wolverine the night of  ,pos
Reading about Dodd s troubles got me thinking  If he loses  Banking chair goes to Tim Johnson  But after him  Jack Reed  Can you imagine  ,pos
AT_USER Do u kno bout  Gig In The Park  27th June  Must send u press release for it   see wot u can do to promote it  ,pos
I think AT_USER is going for a tweet record today     ,pos
AT_USER Haha    Im Waiting for tears to tiara i wanna join the contest but i dont have the 3rd Week  weekly code  gt  lt  quot ,pos
AT_USER an amazing talented friend who made me this video URL,pos
Such a wonderful night  One for the books ,pos
AT_USER Two pa lang  I don t have the third yet  ,pos
Who remembers this from Transformers the Animated Movie  Thanks AT_USER for the recommendation    URL,pos
AT_USER do you ever cross the border  ,pos
goin to bed ,pos
AT_USER I know that s right  Sexy  ,pos
AT_USER plian black lol ,pos
Wow  That concert was uh mazing  Wow  Taylor Swift is so amazing and talented  She put on such an awesome show  Wow quot  ,pos
AT_USER ever wanted to live in the Basque Country   In that case  I can adopt you   ,pos
AT_USER you should come to scotland soon x,pos
