"@ItsChavez Oh - heh, pardon my ignorance ","pos"
"Xbox 360 announcements from E3 are making me *squee* a little. ","pos"
"hihi... I've seen you on the lead right now henry... on Top Animal Twitterer... ","pos"
"O how i love you sammoons  o how i do. ","pos"
"@colocelt That is cute  looks like a beautiful day there too!","pos"
"@myfabolouslife Loso in case you aint know so ","pos"
"I just applied for an internship at @TOMSshoes!!  Toms are the bomb.  and seriously... if you've never heard of them... check them out ","pos"
"Lovely day at the golf range  now on to nails","pos"
"bathed, made my hair, got dressed - ready to go  .... in 4hs. lol.","pos"
"@sageeb we'll all support you from the tweetup  good luck #RADVISION #3 #fb","pos"
"@MrCeno thanx for truly being understanding...i hope to connect soon too!  &amp; yes,i def. missed talkin to u too *hugs*","pos"
"@kimija Thanks!!  How's your day going so far?","pos"
"@Aimeeisawesome i needed to watch it and well I like buying myself things it makes me happy ","pos"
"that was a fun birthday  minus some drama","pos"
"is twittering! Yay! K, that's all. Haha. ","pos"
"Don't you just love it when guys come crawling back saying i'm &quot;heartbroken&quot; and then call me heartless for being sarcastic back  x","pos"
"@PrincessSuperC oh and I'll check out the movie, thanks ","pos"
"@nvade Googlegroup  Mo ikutan ? Daftar aja, ntar gue approve.","pos"
"@lcaller Ha ha ha LOL please keep posting those - fantastic mate! Not for you though - but SO makes me giggle ","pos"
"@JennaMadison Ooh, coffee!  Great idea...  want one??  ","pos"
"just joined official twitter ","pos"
"@tessalonika thanks.well, my report is good. I've got rank 2 in class. ","pos"
"@mehmel ughh no at my abuelitas ","pos"
"@shawnwood i am now loving tweed better ","pos"
"@howardberry I know it's pitiful, have had insomnia since 1971 so am used to it now ","pos"
"@megfowler So this Twitter background of yours? Does this place actually exist? Where is it and when do I move in?! ","pos"
"Check out the cover I made for Ryan's story  http://twitpic.com/61cvc","pos"
"@kellywilliams4 On what.. ","pos"
"@BenAS annoying but will put up with them until Spotify becomes more established. I have spotify beaming through the house with AirTunes ","pos"
"@sethu_j did u like my text yesterday?! ","pos"
"@chempaka happy birthday to you.. happy birthday to you..happy birthday to chempaka.. happy birthday to you.. ","pos"
"@aprillwrites Sometimes a palm tree or two helps  But get what you mean.","pos"
"hanging with people laterr ","pos"
"@Adrienne_Bailon Did you leave Disney? Hopefully you did, you're too good for them ","pos"
"@pitbladdo We were at Edinburgh's fashionable Meadows, now the Princestrasse. All a bit pink now ","pos"
"bill looks like the fierce bitch he is. Fake fierce bitch, but fierce bitch anyway. ","pos"
"I love my car. ","pos"
"Just wokke up to hot chocolate ","pos"
"there will be an answer, let it be.... Goodnight ","pos"
"@tommcfly your tweets always seem to make me chuckle cheers ","pos"
"not at work today .i have my car back she is perfect  going random shopping later .","pos"
"@kokogirl He needs to go back to his Scotty. That is what he was using when he won last year ","pos"
"@brumplum he thanks. Ryan doesn't do hugs or embraces. ","pos"
"@imjstsayin Well enjoy!!  I wish I could join you but..but I just have sooo much to do around here.  LOL  ttylater ","pos"
"I haven't watched it yet, tell me if I'm dorky ","pos"
"going to the ozarks!!! @kllybntly and i will be in 86 degree weather for a couple days  ","pos"
"Check out Kingdom of Style- its awesome!   http://bit.ly/r7IQv","pos"
"So? Who's going to this thing with me?  http://council.nyc.gov/downloads/pdf/pride2009invite.pdf","pos"
"*Yes* That was totally FUN! =p It was good to go back to a place where a big memory was shared. ","pos"
"@CosmicMother  oooh I love the US of A. Can I come visit you?  ","pos"
"TawnyHeathI think this is a really cool story. Im happy for him and his fam!! The article is great!  http://bit.ly/M0XJs","pos"
"@beckamcfly lol  go me D","pos"
"waking up to the sound of Auguste laughing ","pos"
"Shall sign off for now, early finish tonight though ","pos"
"Just baked Chocolate cake and Chocolate Chip Biki's YUM ","pos"
"@BleachAnime Thanks a bunch ","pos"
"@bjamesmusic have a safe ride up the coast. Don't be going 90 even though you can.  when its windy just smile cuz u know u have it better.","pos"
"@ilse_fernandez heyy i got facebook now ","pos"
"tiimee for bed xoxo ","pos"
"Reagan's graduation ceremony was better than expected. A lot of happy people  including me!","pos"
"@vintagepolka she knew debz..  but idk what happened.. nvrm la..dun ask her. ","pos"
"@aimclear thanks Marty and yes, I do watch for my real name once in a while ","pos"
"@bill_archie wow...lucky girl ...going to Auckland???coolest ","pos"
"@sportsmasseuse &amp; The store is opened again? HAHAHA ","pos"
"@janole Yes you are! Congrats! (Do I get a price for signalling it?) ","pos"
"@johnhalton Certainly is. I love Charlie and Lola ","pos"
" sleepy, summer hurry up, amazing weekend ","pos"
"@TyleneBuck Kisses back to you too beautiful! Have a great week cutie! I hope things have been well with u! ","pos"
"@jonasbrothers http://twitpic.com/624qo - OMJ!!! sssoooo cute and adorable ! you both ! ♥♥♥ happy birthday elvis ","pos"
"Good morning you lovely people ","pos"
"@JenJelly85 It's hot here too, but I like hot weather. I can't stand the cold. A beach would be nice though. ","pos"
"@DavidArchie Good luck!!! I know you're going to do well ","pos"
"@NickP07 those videos you posted we're amazing!!! haha Love it! ","pos"
"@OpalFox lol the coldest 10 hours of my life were spent shooting a stupid party scene for that show ","pos"
"@jeiseman no, but it's tacky to Tweet about it ","pos"
"@shaelhwi helloooooooooooo ","pos"
"Last Exam Of the year, wow school is almost out!!!!!! I CAN'T WAIT FOR TO GET THE JONAS BROTHERS ALBUM 2DAY!!!!!!!  SCHOOL IS ALMOST OUT!!","pos"
"@deborahcraft that is great! Dreams do come true you know  Good luck! ^AM","pos"
"is following NEPIC ","pos"
"Goodmorning!  I'm happy! and i'm updating my Twitter, with new a style, from pink to yellow, is not it great? ;D","pos"
"I'm sure I'll be back tomorrow   ","pos"
"#seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day ","pos"
"@bookieboo If you need any help with your show, just email us at service@blogtalkradio.com, and we will be glad to assist.  ","pos"
"is going to tucson tomorrow!! ","pos"
"@suupatrout I'll grab them as soon as I has more monies ","pos"
"Humous and Dorito's.... Oh yes ","pos"
"@iantalbot  ok #1 im a ney yorker NOT a jersey girl ","pos"
"@sailyned keep me in touch ","pos"
"I´m going to fly to bulgaria on monday. sounds funny, i know, but there are 30 degrees ","pos"
"OK, all of my costumes are packed....ready for another show!! Wish me luck! ","pos"
"@eltiare Thanks for understanding. You must be a Mac user! ","pos"
"@PANIC_its_logan you should totally hear my friend Karen sing Paramore. You'd like her voice ","pos"
"i ahve just woken up and i feel refreshed and ready for the day ","pos"
"Good morning Twitt-dudes for all around the world ","pos"
"@1capplegate I love Roma  Such a beautiful place, there is a great food market in Piaza Dei Fiori, go early for great Parmesan ;)","pos"
"@seashellgigi Thanks. I am confinded to my room cause there are kids in my house. kinda sucks. Have the hand sanitizer at the ready. ","pos"
"http://twitpic.com/6q93o - Me in pool in Samui, braw day  Check oot the wee Thai fecker trying to pee on me from the edge of the pool!!!","pos"
"@MikeBrendan What's the Hauge? And no, we're not taking Celine back. We sent her to you for a reason. You're welcome ","pos"
"- Seeing the sun makes my soul smile &amp; makes me see how lucky I am to have such beautiful friends. What a beautiful day *breathe easy* ","pos"
"i have some great days before me  but the day yesterday was great, too. i love you guys  my friends are the things ever :]","pos"
"love these songs: razorlight - wire to wire and clueso - gewinner // chilling music ","pos"
"@SaundraYee hey, welcome to Twitter ","pos"
"@gatorayd I sawn it three times ","pos"
"@emlynley lol You will get what's coming to you, in a good way I mean. That's the way of talented authors. ","pos"
"@Shadez No dude, I just closed the Windows Sidebar and it came down to 20-25! Some other issue. Thanks ","pos"
"yayy sunshine and fys playing make studying a whole lot better  last exam tomorrow yayyyyysssssssssssssssssssssssssss","pos"
"@ChewyWalrus I like knowing that I'm reading the same book Jacob was reading on &quot;Lost&quot;  oh, yeah, and learning about American gothicism","pos"
"@JonathanRKnight   I heart Jon Knight ","pos"
"@douwea And a grumpy one too. Like my girls....miauw!  I WANT MY EOS!","pos"
"@MTsiaklides haha now thats one I DO know! ","pos"
"@wizardElite I like @nomatophobic's response... &quot;yet&quot;.. ","pos"
"@innocentMarcia like finally u have Twitter ","pos"
"mylie cyrus-the climb ","pos"
"@physicshelpme Sorry, you're a day too late. I finished my last physics exam two hours ago, and I'm never touching it again. Ever! ","pos"
"@MBLeah LOL! Reaction to the pain. Hee hee. You never know ","pos"
"@crazymadzy the brownies turned out quite awesome for first time u knw! if there is anymore left by mon, i bring to sch! ","pos"
"@beadinpath oh 'squee' is a venerable exclamation in the parts of the internets I've inhabited ","pos"
"@ChuckSmith Haha, yeah, I've leveled up ","pos"
"just graduuuuuuuuated ","pos"
"Done e-mailing. Loads of e-mail came in in the past days. Now need to do some follow ups, this afternoon working on two client projects ","pos"
"@mdoolittle what language was your last tweet in?   ","pos"
"@USelaine Eww, dishes - but a rack of clean dishes is a luvly thing.Daughter wants to make hummus from scratch this weekend - big project ","pos"
"@RachaelMansueti omfg i love tht show, the final was amazing  katara owns","pos"
"Aww @cieloalonzo misses us! She really does!!!! ","pos"
"@Silini Hey You well can a sista get a job!!!    I wanna be promoted!!!!","pos"
"have some soy vey bagels in the oven, making house smell yummy. dogs now napping in kitchen instead of yard. ","pos"
"@LisaDEFG Forget the pictures!? LOL  I stick to reliable sources only! ","pos"
"Went to see an apartment, it's a pretty sweet place, should be moving in tomorrow. Just in the pub watching the cubs game ","pos"
"2 years ago today I broke my poor little pinky finger - it's all kinds of mangled looking, but at least it works!  ","pos"
"At the dogpark with maxwell ","pos"
"@SapphyNo1 g'night Sapphy ","pos"
"@selenagomez Aww Sel you are so nice! You feel bad about a girl who you just met ","pos"
"typo... to see phish back in action at Jones Beach this week ","pos"
"@bevysmith -I freelance out of Atlanta. @modamouth serves as a mentor to me! He tells me that ur a beautiful spirit. I can now see why! ","pos"
"@AmMarvellous i have the full box set now ","pos"
"@ronenk you're bad to the bone. b..b...b..bad. i wrote &quot;a good guy&quot; in the ad. ","pos"
"Represent! http://bit.ly/E5Z45 (via @5xNZChamp) Go the Subway Cycling Team ","pos"
"@mw55 Kenny W. said to blow up your Twitter page  Boom! G/L @ Pocono Mickey!","pos"
"About to go on the biggest, fastest, tallest, longest, etc rollercoasters in the world! Cedar Point! Obvi popping Dramamine  Wish me luck!","pos"
"Been camping with the fam.  Blasy &amp; exausting are the two words I would use to describe it!  ","pos"
"Let's end this conference tonight, Lakers! ","pos"
"Tom Petty on the way to the aeropuerto. But mostly good friends ","pos"
"@jk_chinchilla *Ahem* ","pos"
"Back to the grind tomorrow. G-night and have a great week ahead! ","pos"
"Tomorrow is the wedding! Hope to see you all there! ","pos"
"@chidesigns it already has improved thx chi b.  new blinds this morning, footy this arv and dinner with you tonight! u want 2 share a cab?","pos"
"Lol cupcakester.. Ur the shit too.. Ttyl.. Shuttin down my show too love ya ","pos"
"@DoctorJohnSmith Ooh! Yes, that'd be fun! ","pos"
"@piggysmalls Today is an amazing day... Because I say so. ","pos"
"Aww man. Interview was easy as cake. ","pos"
"@megan5197  haha yeaaa i no lmao  oh well lol","pos"
"just caught on to the twitter fishin' line... guess I'm a cool kid now ","pos"
"IT'S A BEAUTIFUL DAY!!!  I SHOULD GO TO THE POOL TODAY!! IS SO HOT OUTSIDE &amp; I REALLY NEED A TAN!!! LOL! PEOPLE ENJOY THE SUMMER!! ","pos"
"@TheRockStarMama Okay, now what happens?  Is it even possible to eat too much cheese? ","pos"
"@tommcfly Hi from Ecuador! hey... i think you CAN doodle with blue ink... but definitely better with black.. love your so called doodles! ","pos"
"I'm so sleepy, im signing off now  goodnight people. We have our review's general reinforcement tom  I hope im not going to be late tom.","pos"
"@PGH1967 forget garage, just watch Lions ","pos"
"@MattHeadline @SonyaHeadline you'll thank me when you're all famous ","pos"
"Alrighty, break time for Ashle...might be on later..might now...until then nighty night. ","pos"
"@plainlyphyra aww.. didnt get to tweet with you.. goodnight (or morning/afternoon there).. ill catch you next time (soon!)  tca *hugs*","pos"
"http://twitpic.com/5crhw - i love the glasses. bought them yesterday ","pos"
"Had a nice long walk with the dog this morning   I'm absolutely shattered now after that one, And now for some lunceh, i think   Laterz","pos"
"Good lunch ","pos"
"@Ryan_Robert ha that was ages ago!  youre in LA right? the weather is much better there...","pos"
"Finally got a comp thanks to @TyrantTru . Now I just have to set up my internet ","pos"
"@DC_Zol might need to look for something stronger, have a good day despite it tho' ","pos"
"@rugby8  it's good that you kept your cool ","pos"
"@woahitsrie I dunno.  Her name is so japanese ) Yuka Miyagishi.","pos"
"@evilbride no its not real lol, temporary but i made it myself  lol","pos"
"@heidiheartshugs It is, isn't it?  I'll take it over the heat any day. Especially here in Texas! ack..","pos"
"@csh00p www.shakealegpec.vpweb.com  always a good choice!","pos"
"lost another softball game last night...but at least it didn't feeeeeel like we lost! Radio Flyers still rock! ","pos"
"@NLPridee08 haha  true i guess so..... @malliboo  thank youu","pos"
"@groton Sounds like someone needs a glass of warm milk (with secret ingredient, whiskey) ","pos"
"@mileycyrus hey miley  its my birthday today! just wanna say thank you for everything! you are a great role model and.. have a nice day !","pos"
"@ryking @ladyspeaker    @iskidd  &lt;---his momma wanted him aborted but wasn't allowed. he's been bitter since then. ","pos"
"Ahhh.. The sweet smell of Internet  Afternoon all - Good to see ya'll.","pos"
"A friend just told me that someone on Empire online left a message they're following me on twitter and think Im a bit weird.. hahaha! ","pos"
"@monsieurbobby trying to come back... this vacation has me off my game, but I'll be &quot;back-back&quot; by Monday.. I'm still recuperating ","pos"
"hopes Orlando will do a Boston Celtics in the 2009 NBA Finals against the Lakers!  (sorry Lebron, hahaha) ... http://plurk.com/p/x505d","pos"
"@psuric any video of this? ","pos"
"&quot;Are you daft, punk??&quot; just made up in collaboration with a friend who doesn't tweet (yes, they exist), so I get to use it. Lucky me! ","pos"
"Looking forward to reading #Griffon In Action MEAP chapter 2... Bring on part IV and Appendix C ","pos"
"I just joined twitter and I'm trying to figure out how it works  ","pos"
"@jprice1542 I'll mail you some.   big can of cheese and two huge bags of chips for $11 total at Sam's ","pos"
"A large coffee did the trick  I guess I'm just happy now. I love you babe &lt;3","pos"
"i'm watching recess... the cartoon show ","pos"
"@shannonz30 Haha. You said it. Jared and tomo are in trouble. I have to be up early and noiw thanks to them I can't sleep. ","pos"
"i hope i win the tickets of the JB concert in Madrid ","pos"
"@shaunmichaelb what year are you in high school? sorry, I can't pick up the right words to ask so I came up with those. hahahaha. ","pos"
"@birdspots I also saw I baby robin today it was sitting on the wall in my garden with it's mother bring it food, great to see ","pos"
"I love magnolias- what a beautiful flower. ","pos"
"Chilling with my family  God is so awesome","pos"
"A Walk To Remember  ? http://blip.fm/~5zlra","pos"
"check out #Stilgherrian Live covering the #Eurovision finals! Classic   http://tinyurl.com/6gvl2z","pos"
"I got my nails did for my birthday ","pos"
"@faithfulmusic  Oh No girl~! I hope you can get another  flight ","pos"
"@steve_berra happy birthday I will be following you ","pos"
"@taylorswift13 HAHA sometimes you really know why, but u cant accept, depends of how you feel, i think �? ","pos"
"@NeeliiE After midnight my brother will come home back from Spain ","pos"
"I was watching Kenshin and now I'm going to watch 'Harold and Maude' the movie my sister netflixed for me  Kenshin is so awesome  btw &lt;333","pos"
"@shelsta78 I've never read &quot;Kooky&quot;. Will keep my eye out for it. ","pos"
"Just home from Cliiitus' gaf(aah hate tht word) . Harriers was pretttty good ! It was a foam 1 , got destroyed ! Girls night ","pos"
"Wow, #Rockbox really is a nice piece of GPL'ed software ","pos"
"@xLoveableFreakx YES YES YES YES xD sorry dont blame me  ahh my facebook is FiLLED with spam i tell uu xD iluusfdmm","pos"
"NEW MOON TRAILOR TONIGHT!!! &gt;&gt;whoo!! ","pos"
"@RyanStar just heard 'Right Now' on the promo for NBC's 'The Philanthropist' and ran into my living room screaming &quot;That's Ryan's song!&quot; ","pos"
"@iVanguard hey ","pos"
"back from playin crysis warhead on ENTHUSIAST ! ","pos"
"i love my hair! and it smells so good ","pos"
"@BJermain thanx buddy ","pos"
"creating a twitter profile and reading breaking dawn for the second time ","pos"
"@everlastinglamp seriously!!! ","pos"
"@Ian_Cairns lmao awww he has cool clobber on he does. im basking in the sunshine too  xxx","pos"
"@jacquelinalexis haha well lets just hang out soon  text me 864 608 2465","pos"
"@andreh182 thanks...i just figured it out. ","pos"
"@YahyaHenry Yeh, McDs is our choice whenever we can't find Sbux or a coffee house. We both got rid of the coffee--it was THAT bad. ","pos"
"Everything in the garden is coming up!! All I need is a big straw hat and I will be Shirley McClaine in Steel Magnolias ","pos"
"@JimMacMillan I should have noted when I first looked at the hawk chicks, they were just fuzzy white things - now they have pattern! ","pos"
"@DavidArchie u deserve it! I night night! Haha. I'm going to too ","pos"
"@dannysgirlsg1 This was back in the days before SG-1 existed.  I know it's difficult to imagine &quot;the dark times&quot;.","pos"
"@Infallible_Love hope you get better. Drink orange juice it helps the immune system ","pos"
"yeah together with kath later.. ","pos"
"@brandonwho OH MY.. just kidding, that's cool! ","pos"
"Back from an hilarious movie!!! Haha night at the museum 2 is the best!! ","pos"
"Hangover &amp; Mexican food I love Fridays ","pos"
"@harmlesskitty well, if PT was better... much, much, better...  it's really mainly education &amp; *proper* training that's required.","pos"
"@Zamgirl  ummmmm hmmmm. Welllll. Eeeeeee. Wow. I can say the word was on point today ","pos"
"In KNOXVILLE ","pos"
"Please remind me that I can only drink wodka and whiskey - beer gives me 2 days of hickups... ","pos"
"Ring of death, this issue just started working without me doing anything...  http://twitpic.com/6j3z3","pos"
"@adlyman You can do it!!  Good nite!!","pos"
"@casualeveryday i love your new avatar!! ","pos"
"They're hiking at the nature reserve but i'm hiking to the shopping mall. Ha ha. ","pos"
"@TweetyBeth Thanks! You too!! ","pos"
"@JoLoPe much ","pos"
"@totalfrog good luck!!! &lt;33 remember to make the people around you dance like puppets - it always helps! ","pos"
"@flaxter a fellow twitterer  #icc09","pos"
"I got into Zions ","pos"
"@itweetreplytest please make this work ","pos"
"ruh roh, guano in the studio! At least this problem could take care of the fly problem ","pos"
"Success.. registered for courses at NSU.. ","pos"
"Watching DW the happiness patrol w/ Bethan ","pos"
"@SVAllie Looks good, but somehow Cthulhu and pink don't seem to go together. Maybe Calls for Ms. Cthulhu? ","pos"
"@GoldenFish00 Hahahaha  You know what would be funny? If he moved back to London by the time I'm in LA :p","pos"
"enjoying Martin Dougiamas' keynote of Moodle Moot UK 09  &quot;who here is tweeting at the moment?&quot; #mmuk09","pos"
"Just came home from work. Off to gym. the most masculine day of the week...  Weather looks bad and it's getting worse... cant stop smiling","pos"
"Playing RE5. About to beat the last boss. ","pos"
"@DizzyDmoney1 haha! i just asked that but more calmly. ","pos"
"&quot;how do you like them apples&quot; is from the movie Rio Bravo. Good Will Hunting make a lot more sense now. ","pos"
"Thanks To @BritneyRusso For Helping Me... Add Her ","pos"
"@LisaHuntArt Sounds fascinating, cant wait to see it. ","pos"
"@alicebarrooss happy birthday, alice!!!!! ","pos"
"We're getting ready to ge shopping - in diapers  Need to get some shorts and skirt for summer vacation...","pos"
"...oh and ok I'm going too baltimore tmrw...so umma immaa gunnah watch Pearl Harbor ","pos"
"on msn and bebo and eating coco pops sick of irish weather want to emigrate ","pos"
"http://twitpic.com/7ga8n - Beary  no makeup..who cares Should i die my hair lighter? My hair has never been touched","pos"
"is working from the balcony. Warm but no sun. Whatever, as long as I'm getting my shit done ","pos"
"@aparentleigh My son LOVES avocado too! Personally, I detest it. ","pos"
"@Meyka I know, right? That's like a whole week's worth of sleep in one go  I am quite proud.","pos"
"omj omj omj omj!!!!! @FollowKayleigh WE'RE GOING TO THE JONAS BROTHERS!!!   ","pos"
"Maybe Genghis Grill, then 17 Again? Oh, I hope so ","pos"
"@katehowe   Two thumbs up on that ","pos"
"Revenge is sweet when you know you're worth it.  I lovelovelove Senses Fail.","pos"
"I've tried to convince him. Now I've given up and am just living my life ","pos"
"Good Morning tweets! New day and new outlook on things in my life... ","pos"
"danna just invited me to dinner, I hope she's buying  LOOOOOOL","pos"
"@AndyTaylorSonic Yey! holiday Monday in Uk today ... have a chilled day ","pos"
"yaap new tattoo tomorrow ","pos"
"watching @parachute at www.lfdh.com  schweeeeeet!!  love it!","pos"
"@mafiafamily Good Morning!  Hope Sunday is good!","pos"
"@georgiamarbles Your aprons are great!  ","pos"
"having a good day in college ","pos"
"@SethApper hahaha good point. I'll try again ","pos"
"http://twitpic.com/663a6 - Seriously now.....THATs CUTE!  haha!","pos"
"Okay .. So I'm here with my mum! And now she and my elder bro r dancing  bless her. Go mum!","pos"
"@dominiccampbell If 'they' didn't think so before, I reckon now they might.  Safe travels, mate.","pos"
"leaving in 2 weeks ","pos"
"@Aubreeeey You already knoww hoe  I misss ya 'babygirl'! Hahaha","pos"
"@wezli333 Me too!  That Conan was hotter, but that's probably NOT what you think.  ","pos"
"@apolloschild Aww. Well not to worry. I'm sure you both will work out just fine  You should sing her your songs, i think it'll work )","pos"
"school was pretty boring. didnt so quite well for midyears but not as bad as i first thought. adam lambert still on my mind. goodluck ","pos"
"@Pink No way.. that's not crazzzzyy.. you TOTALLY deserve it.. you are AMAZING ! and Extremely Inspirational   Can't wait to see U !","pos"
"@tricia_ZLNet Me too!  ","pos"
"@dougiemcfly your making me giggle  haha good old cup of tea.","pos"
"found some really interesting stuff in the presskit bag, cool ","pos"
"I like True Blood ","pos"
"Eating a chocolate Frosty! I love frosties.  While listening to Bullet for my Valentine, waiting for party time. Life is good! lol.","pos"
"Hudson Selenium Grid Plugin: http://bit.ly/UybPR  Seems almost too easy ","pos"
"Hmmm just how many Twitter clients does Toph use... at least four... are there more? ","pos"
"blahh watching dead like mee. almost at season 2 ","pos"
"Me too.  i'm going riding at his house next week sometime. ","pos"
"Ok. Time 4 some shut eye. Morning Twietnam! Have a wonderful Saturday ppl ","pos"
"I woke up before 12!!! And it's Tuesday! ","pos"
"Waahhh?! Who goes 2 city island &amp; comes out w/ an offer to be director of a children's non for profit?!! Woot woot.. Meeee ","pos"
"I haven't showered in 35 hours - YEAH... THIRY-FIVE hours... I'm pretty proud of myself  I'm gonna get some SOS pads and fix that now.","pos"
"@ncpaddler that has go to be the best thing i've seen in a long time  Thank you for sharing!","pos"
"@FoxyUK new follower saying good morning ","pos"
"yyes, dad promised he help me make scones after diner ","pos"
"At my in-laws tiling their bathroom, would much rather be doing this than watching F1, NOT ","pos"
"After a lot of hard work, and editing etc. My &quot;secret&quot; app should be launched in Cydia tomorrow (if all goes well) so not 100% just yet ","pos"
"Im so tired, wanna head to bed so goodnight ","pos"
"Thanks everyone, btw, for the #spymaster invitations, but I like to keep work and twitter separate. ","pos"
"Bambi and thumper laying next to each other dead on the road ","pos"
"Find me this dollar - Ser # F48859794A - I'll give you more than a single when you bring it to me....  ","pos"
"is eating ","pos"
"@MusicGurlJay VERY ","pos"
"Just finished watching Nanny McPhee with my sister. (The Prince and the Pauper woudn't play.) It was awesome! ","pos"
"@BillyScallywag Yeah it's great,nice memories of the best time haha ","pos"
"@SArmy_Snowglobe I wanna see that sometime ","pos"
"คอลัมนิสต์ครบ AE ครบ เหลือ Motion Graphic, Blogger สองคน �?ับ ผู้�?ำ�?ับอี�? 3-4 คน รวมๆ�?็ 7-8 คนที่ยังต้องหา ได้มา 10 คนได้�?ล้วครับ ฮาๆ ","pos"
"I finally finished getting all the junk out of the store room in college. Finally im free ","pos"
"I usually hate Loteria. But I won today, ha ha! I'm $2.35 richer! Woot woot! ","pos"
"has just added twitter gadget to my blog ","pos"
"@daniellesteph thousands of times ","pos"
"@katemthompson Yay! This must being an amazing day, I guess. Are you feeling okay now, right?  I hope so...","pos"
"@cLickercLoi youre welcome cloi, actually, crying is not something you have to ashamed of, sometimes cry help to make you feel better ","pos"
"@PrivatePatches not yet, but if you snoop around online you can find some free downloads.  try searching &quot;nicola foti&quot; on last.fm","pos"
"Busy day already  Looking like it's nice outside too!","pos"
"esquare jst 10 mins away now ","pos"
"Orlando Magic is going down  Went to see the movies UP and Night at the Museum 2 both movies were great and fun...","pos"
"Good Sunday to all ","pos"
"@wildpeeta that is so great... !  ","pos"
"bored... no col 2day  mite do assignments:/ wish i was somewhere else","pos"
"Haha Arent I Cool Listening To Thick As Thieves By Short Stack At 10:46am ","pos"
"@Navdizzle well i like the pic lol ","pos"
"Goodnigh ","pos"
"@russellnevell Found it rummaging through a pile of boxes in a toy shop in Japan. ","pos"
"Let the late night gaming commence ","pos"
"@karinb_za nothing wrong with gene simmons ","pos"
"@Apdream Mornin' Andy ","pos"
"@linrose good morning ","pos"
"@DavidArchie Praying for a safe flight home for you &amp; the band &amp; the crew!!   We've missed you!!","pos"
"stayin' up late, watchin' some good ole kim possible with lindsey!!! ","pos"
"free finally. preparing for a few days full of tiff  aah, if only it wouldn't rain...","pos"
"@_misshannah laugh it up hope the revisions going well ","pos"
"@willsmith727 Good luck Will, hope it all goes well for you ","pos"
"@roudy4561 hahaha cool!....u n ur friend r so funny ","pos"
"going to watch grimlins  i have loved that movie ever since i was a kid XD","pos"
"@kfred35 Flying's ok (although not my favourite thing), it's more just the stress of traveling...don't know why ","pos"
"I love Old Skool music...its soooo uggghhh, EVERYTHING!  (Jodeci)","pos"
"Whoooooo! Spcn 2009!  ready to cheer for @Dariane!","pos"
"New Chapter of The Magic Number up NOW! ","pos"
